,DATE,WEATHER
6456,2009-08-17,Cloudy
6457,2009-08-17,Cloudy
6458,2009-08-17,Cloudy
6459,2009-08-17,Cloudy
6460,2009-08-17,Cloudy
6461,2009-08-17,Cloudy
6462,2009-08-17,Cloudy
6463,2009-08-18,Cloudy
6464,2009-08-18,Fog
6465,2009-08-18,Fog
6466,2009-08-18,Fog
6467,2009-08-19,Cloudy
6468,2009-08-19,Snow
6469,2009-08-19,Cloudy
6470,2009-08-19,Cloudy
6471,2009-08-19,Cloudy
6472,2009-08-19,Cloudy
6473,2009-08-19,Cloudy
6474,2009-08-19,Cloudy
6475,2009-08-20,Fog
6476,2009-08-20,Snow
6477,2009-08-20,Cloudy
6478,2009-08-20,Fog
6479,2009-08-20,Cloudy
6480,2009-08-21,Fog
6481,2009-08-21,Snow
6482,2009-08-23,Fog
6483,2009-08-26,Cloudy
6484,2009-08-26,Fog
6485,2009-08-26,Fog
6486,2009-08-26,Fog
6487,2009-08-26,Cloudy
6488,2009-08-26,Snow
6489,2009-08-27,Fog
6490,2009-08-27,Snow
6491,2009-08-27,Fog
6492,2009-08-27,Cloudy
6493,2009-08-27,Fog
6494,2009-08-27,Fog
6495,2009-08-28,Fog
6496,2009-08-28,Fog
6497,2009-08-28,Snow
6498,2009-08-28,Fog
6499,2009-08-28,Cloudy
6500,2009-08-28,Fog
6501,2009-08-29,Fog
6502,2009-08-29,Fog
6503,2009-08-29,Fog
6504,2009-08-29,Snow
6505,2009-09-02,Fog
6506,2009-09-03,Fog
6507,2009-09-03,Fog
6508,2009-09-03,Fog
6509,2009-09-03,Fog
6510,2009-09-03,Fog
6511,2009-09-03,Fog
6512,2009-09-04,Fog
6513,2009-09-04,Fog
6514,2009-09-04,Fog
6515,2009-09-04,Sunny
6516,2009-09-04,Fog
6517,2009-09-04,Fog
6518,2009-09-05,Fog
6519,2009-09-05,Fog
6520,2009-09-05,Fog
6521,2009-09-05,Fog
6522,2009-09-05,Fog
6523,2009-09-05,Fog
6524,2009-09-05,Sunny
6525,2009-09-05,Fog
6526,2009-09-05,Fog
6527,2009-09-06,Fog
6528,2009-09-06,Fog
6529,2009-09-06,Fog
6530,2009-09-06,Fog
6531,2009-09-06,Snow
6532,2009-09-06,Fog
6533,2009-09-06,Fog
6534,2009-09-06,Fog
6535,2009-09-06,Fog
6536,2009-09-06,Fog
6537,2009-09-07,Sunny
6538,2009-09-07,Fog
6539,2009-09-07,Fog
6540,2009-09-07,Fog
6541,2009-09-07,Fog
6542,2009-09-07,Fog
6543,2009-09-07,Fog
6544,2009-09-08,Fog
6545,2009-09-08,Fog
6546,2009-09-08,Fog
6547,2009-09-08,Fog
6548,2009-09-08,Fog
6549,2009-09-08,Fog
6550,2009-09-09,Fog
6551,2009-09-09,Fog
6552,2009-09-09,Fog
6553,2009-09-09,Sunny
6554,2009-09-09,Fog
6555,2009-09-09,Fog
6556,2009-09-10,Fog
6557,2009-09-10,Fog
6558,2009-09-10,Fog
6559,2009-09-10,Fog
6560,2009-09-10,Sunny
6561,2009-09-10,Fog
6562,2009-09-10,Fog
6563,2009-09-10,Fog
6564,2009-09-10,Fog
6565,2009-09-11,Fog
6566,2009-09-11,Sunny
6567,2009-09-11,Fog
6568,2009-09-11,Fog
6569,2009-09-11,Fog
6570,2009-09-11,Fog
6571,2009-09-12,Snow
6572,2009-09-12,Fog
6573,2009-09-12,Fog
6574,2009-09-12,Fog
6575,2009-09-12,Fog
6576,2009-09-12,Fog
6577,2009-09-12,Fog
6578,2009-09-12,Fog
6579,2009-09-12,Fog
6580,2009-09-13,Fog
6581,2009-09-13,Fog
6582,2009-09-13,Fog
6583,2009-09-13,Fog
6584,2009-09-13,Fog
6585,2009-09-13,Fog
6586,2009-09-13,Fog
6587,2009-09-13,Fog
6588,2009-09-13,Fog
6589,2009-09-13,Fog
6590,2009-09-13,Snow
6591,2009-09-14,Fog
6592,2009-09-15,Fog
6593,2009-09-15,Fog
6594,2009-09-15,Fog
6595,2009-09-17,Fog
6596,2009-09-17,Fog
6597,2009-09-18,Fog
6598,2009-09-18,Fog
6599,2009-09-18,Fog
6600,2009-09-18,Sunny
6601,2009-09-19,Fog
6602,2009-09-20,Cloudy
6603,2009-09-20,Cloudy
6604,2009-09-20,Fog
6605,2009-09-20,Fog
6606,2009-09-20,Snow
6607,2009-09-20,Cloudy
6608,2009-09-20,Fog
6609,2009-09-21,Rain
6610,2009-09-21,Fog
6611,2009-09-21,Cloudy
6612,2009-09-21,Cloudy
6613,2009-09-21,Fog
6614,2009-09-21,Fog
6615,2009-09-22,Fog
6616,2009-09-22,Fog
6617,2009-09-22,Fog
6618,2009-09-22,Fog
6619,2009-09-22,Fog
6620,2009-09-22,Fog
6621,2009-09-22,Rain
6622,2009-09-22,Fog
6623,2009-09-22,Fog
6624,2009-09-23,Fog
6625,2009-09-23,Fog
6626,2009-09-23,Sunny
6627,2009-09-23,Fog
6628,2009-09-23,Fog
6629,2009-09-23,Fog
6630,2009-09-23,Fog
6631,2009-09-23,Fog
6632,2009-09-24,Sunny
6633,2009-09-24,Fog
6634,2009-09-24,Fog
6635,2009-09-24,Fog
6636,2009-09-24,Fog
6637,2009-09-24,Fog
6638,2009-09-24,Fog
6639,2009-09-24,Fog
6640,2009-09-25,Fog
6641,2009-09-25,Snow
6642,2009-09-25,Fog
6643,2009-09-25,Fog
6644,2009-09-25,Fog
6645,2009-09-25,Fog
6646,2009-09-26,Fog
6647,2009-09-26,Fog
6648,2009-09-26,Fog
6649,2009-09-26,Fog
6650,2009-09-26,Sunny
6651,2009-09-26,Fog
6652,2009-09-26,Fog
6653,2009-09-27,Cloudy
6654,2009-09-27,Fog
6655,2009-09-27,Cloudy
6656,2009-09-27,Cloudy
6657,2009-09-27,Cloudy
6658,2009-09-27,Fog
6659,2009-09-27,Cloudy
6660,2009-09-27,Fog
6661,2009-09-27,Snow
6662,2009-09-28,Snow
6663,2009-09-28,Cloudy
6664,2009-09-28,Cloudy
6665,2009-09-29,Cloudy
6666,2009-09-30,Fog
6667,2009-10-01,Snow
6668,2009-10-01,Cloudy
6669,2009-10-01,Cloudy
6670,2009-10-01,Snow
6671,2009-10-01,Cloudy
6672,2009-10-01,Fog
6673,2009-10-01,Cloudy
6674,2009-10-02,Snow
6675,2009-10-02,Cloudy
6676,2009-10-02,Fog
6677,2009-10-02,Cloudy
6678,2009-10-02,Cloudy
6679,2009-10-02,Fog
6680,2009-10-02,Fog
6681,2009-10-02,Cloudy
6682,2009-10-02,Fog
6683,2009-10-03,Fog
6684,2009-10-03,Fog
6685,2009-10-03,Snow
6686,2009-10-03,Fog
6687,2009-10-04,Rain
6688,2009-10-06,Snow
6689,2009-10-06,Fog
6690,2009-10-06,Fog
6691,2009-10-06,Fog
6692,2009-10-07,Cloudy
6693,2009-10-08,Fog
6694,2009-10-08,Fog
6695,2009-10-08,Fog
6696,2009-10-08,Snow
6697,2009-10-09,Fog
6698,2009-10-09,Fog
6699,2009-10-09,Fog
6700,2009-10-09,Snow
6701,2009-10-10,Cloudy
6702,2009-10-11,Cloudy
6703,2009-10-12,Fog
6704,2009-10-12,Fog
6705,2009-10-12,Snow
6706,2009-10-13,Fog
6707,2009-10-14,Snow
6708,2009-10-14,Fog
6709,2009-10-14,Fog
6710,2009-10-14,Snow
6711,2009-10-15,Fog
6712,2009-10-15,Fog
6713,2009-10-15,Snow
6714,2009-10-15,Fog
6715,2009-10-15,Fog
6716,2009-10-16,Fog
6717,2009-10-16,Snow
6718,2009-10-16,Fog
6719,2009-10-17,Rain
6720,2009-10-18,Cloudy
6721,2009-10-18,Fog
6722,2009-10-18,Fog
6723,2009-10-20,Snow
6724,2009-10-20,Snow
6725,2009-10-20,Cloudy
6726,2009-10-21,Cloudy
6727,2009-10-21,Snow
6728,2009-10-21,Cloudy
6729,2009-10-22,Fog
6730,2009-10-22,Fog
6731,2009-10-22,Snow
6732,2009-10-22,Fog
6733,2009-10-23,Fog
6734,2009-10-23,Fog
6735,2009-10-23,Fog
6736,2009-10-23,Fog
6737,2009-10-23,Snow
6738,2009-10-24,Fog
6739,2009-10-24,Snow
6740,2009-10-24,Snow
6741,2009-10-25,Fog
6742,2009-10-25,Fog
6743,2009-10-25,Snow
6744,2009-10-25,Fog
6745,2009-10-26,Fog
6746,2009-10-26,Fog
6747,2009-10-26,Snow
6748,2009-10-26,Fog
6749,2009-10-27,Fog
6750,2009-10-27,Fog
6751,2009-10-27,Snow
6752,2009-10-27,Fog
6753,2009-10-27,Fog
6754,2009-10-28,Sunny
6755,2009-10-28,Fog
6756,2009-10-28,Fog
6757,2009-10-28,Fog
6758,2009-10-28,Fog
6759,2009-10-28,Fog
6760,2009-10-29,Fog
6761,2009-10-29,Fog
6762,2009-10-29,Fog
6763,2009-10-29,Fog
6764,2009-10-29,Snow
6765,2009-10-30,Fog
6766,2009-10-30,Snow
6767,2009-10-30,Fog
6768,2009-10-30,Fog
6769,2009-10-31,Fog
6770,2009-10-31,Rain
6771,2009-11-02,Snow
6772,2009-11-04,Fog
6773,2009-11-04,Fog
6774,2009-11-05,Fog
6775,2009-11-05,Fog
6776,2009-11-06,Fog
6777,2009-11-07,Fog
6778,2009-11-07,Fog
6779,2009-11-07,Fog
6780,2009-11-08,Sunny
6781,2009-11-08,Fog
6782,2009-11-08,Fog
6783,2009-11-08,Fog
6784,2009-11-08,Fog
6785,2009-11-08,Fog
6786,2009-11-09,Fog
6787,2009-11-12,Snow
6788,2009-11-12,Fog
6789,2009-11-12,Fog
6790,2009-11-13,Fog
6791,2009-11-14,Rain
6792,2009-11-14,Fog
6793,2009-11-15,Rain
6794,2009-11-15,Fog
6795,2009-11-16,Snow
6796,2009-11-17,Snow
6797,2009-11-17,Fog
6798,2009-11-18,Fog
6799,2009-11-18,Snow
6800,2009-11-18,Fog
6801,2009-11-18,Fog
6802,2009-11-19,Fog
6803,2009-11-19,Fog
6804,2009-11-19,Fog
6805,2009-11-19,Fog
6806,2009-11-19,Snow
6807,2009-11-20,Rain
6808,2009-11-21,Fog
6809,2009-11-21,Fog
6810,2009-11-21,Sunny
6811,2009-11-21,Fog
6812,2009-11-21,Fog
6813,2009-11-22,Fog
6814,2009-11-22,Fog
6815,2009-11-22,Fog
6816,2009-11-22,Sunny
6817,2009-11-22,Fog
6818,2009-11-23,Sunny
6819,2009-11-23,Fog
6820,2009-11-23,Fog
6821,2009-11-23,Fog
6822,2009-11-23,Fog
6823,2009-11-23,Fog
6824,2009-11-23,Fog
6825,2009-11-24,Fog
6826,2009-11-24,Fog
6827,2009-11-24,Fog
6828,2009-11-24,Snow
6829,2009-11-24,Fog
6830,2009-11-24,Fog
6831,2009-11-24,Fog
6832,2009-11-24,Fog
6833,2009-11-24,Fog
6834,2009-11-24,Fog
6835,2009-11-24,Fog
6836,2009-11-24,Fog
6837,2009-11-25,Snow
6838,2009-11-25,Fog
6839,2009-11-25,Fog
6840,2009-11-25,Fog
6841,2009-11-25,Fog
6842,2009-11-26,Snow
6843,2009-11-26,Fog
6844,2009-11-26,Fog
6845,2009-11-28,Fog
6846,2009-11-29,Snow
6847,2009-11-29,Fog
6848,2009-11-29,Cloudy
6849,2009-11-29,Fog
6850,2009-11-29,Cloudy
6851,2009-11-29,Cloudy
6852,2009-11-29,Cloudy
6853,2009-11-29,Cloudy
6854,2009-11-30,Cloudy
6855,2009-12-01,Snow
6856,2009-12-02,Snow
6857,2009-12-02,Fog
6858,2009-12-03,Snow
6859,2009-12-03,Fog
6860,2009-12-04,Snow
6861,2009-12-04,Snow
6862,2009-12-04,Fog
6863,2009-12-05,Snow
6864,2009-12-05,Fog
6865,2009-12-06,Snow
6866,2009-12-07,Fog
6867,2009-12-07,Snow
6868,2009-12-07,Fog
6869,2009-12-07,Fog
6870,2009-12-08,Fog
6871,2009-12-08,Snow
6872,2009-12-08,Fog
6873,2009-12-08,Snow
6874,2009-12-08,Snow
6875,2009-12-09,Fog
6876,2009-12-09,Fog
6877,2009-12-09,Snow
6878,2009-12-09,Fog
6879,2009-12-09,Snow
6880,2009-12-10,Snow
6881,2009-12-10,Fog
6882,2009-12-10,Snow
6883,2009-12-12,Fog
6884,2009-12-12,Fog
6885,2009-12-12,Snow
6886,2009-12-12,Snow
6887,2009-12-12,Snow
6888,2009-12-13,Fog
6889,2009-12-13,Fog
6890,2009-12-13,Snow
6891,2009-12-13,Rain
6892,2009-12-13,Snow
6893,2009-12-13,Fog
6894,2009-12-13,Snow
6895,2009-12-14,Fog
6896,2009-12-14,Snow
6897,2009-12-14,Fog
6898,2009-12-14,Fog
6899,2009-12-14,Fog
6900,2009-12-14,Fog
6901,2009-12-14,Fog
6902,2009-12-14,Fog
6903,2009-12-14,Fog
6904,2009-12-14,Fog
6905,2009-12-14,Fog
6906,2009-12-14,Fog
6907,2009-12-14,Fog
6908,2009-12-15,Fog
6909,2009-12-16,Snow
6910,2009-12-18,Fog
6911,2009-12-18,Fog
6912,2009-12-18,Fog
6913,2009-12-18,Snow
6914,2009-12-19,Snow
6915,2009-12-19,Fog
6916,2009-12-19,Fog
6917,2009-12-19,Fog
6918,2009-12-19,Fog
6919,2009-12-20,Fog
6920,2009-12-20,Fog
6921,2009-12-20,Fog
6922,2009-12-20,Snow
6923,2009-12-20,Fog
6924,2009-12-21,Fog
6925,2009-12-21,Fog
6926,2009-12-21,Fog
6927,2009-12-21,Snow
6928,2009-12-21,Fog
6929,2009-12-22,Fog
6930,2009-12-22,Fog
6931,2009-12-22,Fog
6932,2009-12-22,Fog
6933,2009-12-22,Snow
6934,2009-12-23,Snow
6935,2009-12-23,Snow
6936,2009-12-23,Fog
6937,2009-12-23,Snow
6938,2009-12-23,Snow
6939,2009-12-23,Snow
6940,2009-12-23,Snow
6941,2009-12-23,Fog
6942,2009-12-23,Fog
6943,2009-12-24,Snow
6944,2009-12-24,Snow
6945,2009-12-24,Fog
6946,2009-12-24,Snow
6947,2009-12-24,Snow
6948,2009-12-24,Fog
6949,2009-12-24,Snow
6950,2009-12-24,Fog
6951,2009-12-24,Snow
6952,2009-12-24,Snow
6953,2009-12-24,Snow
6954,2009-12-24,Snow
6955,2009-12-25,Fog
6956,2009-12-25,Fog
6957,2009-12-25,Snow
6958,2009-12-25,Fog
6959,2009-12-25,Fog
6960,2009-12-26,Fog
6961,2009-12-26,Snow
6962,2009-12-26,Fog
6963,2009-12-26,Fog
6964,2009-12-27,Fog
6965,2009-12-27,Fog
6966,2009-12-27,Snow
6967,2009-12-27,Fog
6968,2009-12-27,Fog
6969,2009-12-28,Sunny
6970,2009-12-28,Fog
6971,2009-12-28,Fog
6972,2009-12-28,Fog
6973,2009-12-30,Fog
6974,2009-12-30,Fog
6975,2009-12-30,Snow
6976,2009-12-30,Fog
6977,2009-12-30,Fog
6978,2009-12-31,Fog
6979,2009-12-31,Fog
6980,2009-12-31,Fog
6981,2009-12-31,Fog
6982,2009-12-31,Snow
6983,2010-01-01,Snow
6984,2010-01-01,Fog
6985,2010-01-03,Snow
6986,2010-01-04,Fog
6987,2010-01-04,Snow
6988,2010-01-05,Fog
6989,2010-01-05,Snow
6990,2010-01-06,Fog
6991,2010-01-06,Fog
6992,2010-01-06,Snow
6993,2010-01-07,Fog
6994,2010-01-07,Fog
6995,2010-01-07,Snow
6996,2010-01-07,Fog
6997,2010-01-08,Snow
6998,2010-01-08,Fog
6999,2010-01-08,Fog
7000,2010-01-08,Fog
7001,2010-01-10,Snow
7002,2010-01-10,Snow
7003,2010-01-11,Snow
7004,2010-01-11,Fog
7005,2010-01-11,Fog
7006,2010-01-12,Snow
7007,2010-01-13,Fog
7008,2010-01-14,Sunny
7009,2010-01-14,Fog
7010,2010-01-14,Fog
7011,2010-01-15,Fog
7012,2010-01-15,Snow
7013,2010-01-15,Fog
7014,2010-01-15,Fog
7015,2010-01-15,Fog
7016,2010-01-16,Fog
7017,2010-01-16,Fog
7018,2010-01-16,Fog
7019,2010-01-16,Fog
7020,2010-01-16,Sunny
7021,2010-01-16,Fog
7022,2010-01-17,Fog
7023,2010-01-17,Fog
7024,2010-01-17,Fog
7025,2010-01-17,Fog
7026,2010-01-17,Fog
7027,2010-01-17,Fog
7028,2010-01-17,Fog
7029,2010-01-17,Fog
7030,2010-01-17,Fog
7031,2010-01-17,Snow
7032,2010-01-18,Fog
7033,2010-01-18,Fog
7034,2010-01-18,Fog
7035,2010-01-18,Fog
7036,2010-01-18,Fog
7037,2010-01-18,Fog
7038,2010-01-18,Snow
7039,2010-01-18,Fog
7040,2010-01-18,Fog
7041,2010-01-19,Fog
7042,2010-01-19,Fog
7043,2010-01-19,Snow
7044,2010-01-19,Fog
7045,2010-01-19,Fog
7046,2010-01-19,Sunny
7047,2010-01-20,Snow
7048,2010-01-20,Snow
7049,2010-01-20,Snow
7050,2010-01-21,Snow
7051,2010-01-21,Snow
7052,2010-01-21,Fog
7053,2010-01-21,Snow
7054,2010-01-21,Snow
7055,2010-01-21,Fog
7056,2010-01-21,Snow
7057,2010-01-21,Snow
7058,2010-01-21,Snow
7059,2010-01-22,Rain
7060,2010-01-22,Snow
7061,2010-01-22,Fog
7062,2010-01-22,Fog
7063,2010-01-22,Snow
7064,2010-01-22,Fog
7065,2010-01-23,Fog
7066,2010-01-23,Fog
7067,2010-01-23,Fog
7068,2010-01-23,Fog
7069,2010-01-23,Rain
7070,2010-01-23,Fog
7071,2010-01-23,Fog
7072,2010-01-23,Fog
7073,2010-01-24,Snow
7074,2010-01-24,Fog
7075,2010-01-24,Fog
7076,2010-01-24,Fog
7077,2010-01-24,Fog
7078,2010-01-24,Fog
7079,2010-01-24,Fog
7080,2010-01-25,Fog
7081,2010-01-25,Snow
7082,2010-01-25,Fog
7083,2010-01-26,Fog
7084,2010-01-26,Snow
7085,2010-01-27,Fog
7086,2010-01-27,Snow
7087,2010-01-27,Fog
7088,2010-01-29,Snow
7089,2010-01-30,Snow
7090,2010-01-30,Fog
7091,2010-01-31,Fog
7092,2010-01-31,Fog
7093,2010-02-01,Fog
7094,2010-02-01,Fog
7095,2010-02-01,Snow
7096,2010-02-02,Fog
7097,2010-02-02,Snow
7098,2010-02-02,Fog
7099,2010-02-02,Fog
7100,2010-02-03,Sunny
7101,2010-02-03,Fog
7102,2010-02-03,Fog
7103,2010-02-03,Fog
7104,2010-02-04,Fog
7105,2010-02-04,Fog
7106,2010-02-04,Fog
7107,2010-02-04,Fog
7108,2010-02-04,Fog
7109,2010-02-04,Sunny
7110,2010-02-05,Fog
7111,2010-02-05,Fog
7112,2010-02-05,Fog
7113,2010-02-05,Snow
7114,2010-02-06,Fog
7115,2010-02-06,Fog
7116,2010-02-06,Snow
7117,2010-02-07,Snow
7118,2010-02-07,Fog
7119,2010-02-08,Fog
7120,2010-02-08,Snow
7121,2010-02-09,Fog
7122,2010-02-09,Fog
7123,2010-02-09,Snow
7124,2010-02-09,Fog
7125,2010-02-10,Fog
7126,2010-02-10,Snow
7127,2010-02-10,Fog
7128,2010-02-11,Fog
7129,2010-02-12,Fog
7130,2010-02-12,Fog
7131,2010-02-12,Fog
7132,2010-02-13,Fog
7133,2010-02-14,Fog
7134,2010-02-14,Fog
7135,2010-02-14,Fog
7136,2010-02-15,Fog
7137,2010-02-15,Fog
7138,2010-02-15,Snow
7139,2010-02-16,Fog
7140,2010-02-16,Snow
7141,2010-02-17,Fog
7142,2010-02-18,Fog
7143,2010-02-20,Snow
7144,2010-02-20,Fog
7145,2010-02-20,Fog
7146,2010-02-20,Fog
7147,2010-02-21,Fog
7148,2010-02-21,Snow
7149,2010-02-21,Fog
7150,2010-02-21,Fog
7151,2010-02-21,Fog
7152,2010-02-22,Fog
7153,2010-02-22,Fog
7154,2010-02-22,Snow
7155,2010-02-22,Fog
7156,2010-02-23,Fog
7157,2010-02-23,Snow
7158,2010-02-23,Fog
7159,2010-02-23,Fog
7160,2010-02-24,Snow
7161,2010-02-24,Fog
7162,2010-02-24,Fog
7163,2010-02-24,Cloudy
7164,2010-02-25,Fog
7165,2010-02-25,Snow
7166,2010-02-26,Snow
7167,2010-02-27,Fog
7168,2010-02-27,Fog
7169,2010-02-27,Snow
7170,2010-02-28,Fog
7171,2010-02-28,Snow
7172,2010-02-28,Fog
7173,2010-02-28,Fog
7174,2010-03-01,Fog
7175,2010-03-03,Snow
7176,2010-03-04,Snow
7177,2010-03-05,Snow
7178,2010-03-05,Fog
7179,2010-03-06,Snow
7180,2010-03-06,Fog
7181,2010-03-06,Fog
7182,2010-03-06,Fog
7183,2010-03-07,Fog
7184,2010-03-07,Snow
7185,2010-03-07,Snow
7186,2010-03-07,Fog
7187,2010-03-07,Fog
7188,2010-03-08,Fog
7189,2010-03-08,Fog
7190,2010-03-08,Fog
7191,2010-03-08,Fog
7192,2010-03-08,Fog
7193,2010-03-08,Snow
7194,2010-03-08,Fog
7195,2010-03-08,Fog
7196,2010-03-08,Fog
7197,2010-03-08,Fog
7198,2010-03-09,Fog
7199,2010-03-09,Fog
7200,2010-03-09,Fog
7201,2010-03-09,Fog
7202,2010-03-09,Fog
7203,2010-03-09,Fog
7204,2010-03-09,Snow
7205,2010-03-09,Fog
7206,2010-03-09,Fog
7207,2010-03-09,Fog
7208,2010-03-10,Fog
7209,2010-03-10,Fog
7210,2010-03-10,Snow
7211,2010-03-10,Fog
7212,2010-03-10,Fog
7213,2010-03-10,Fog
7214,2010-03-11,Cloudy
7215,2010-03-11,Fog
7216,2010-03-11,Cloudy
7217,2010-03-11,Cloudy
7218,2010-03-11,Cloudy
7219,2010-03-11,Snow
7220,2010-03-11,Snow
7221,2010-03-11,Cloudy
7222,2010-03-11,Cloudy
7223,2010-03-11,Fog
7224,2010-03-12,Rain
7225,2010-03-12,Fog
7226,2010-03-12,Cloudy
7227,2010-03-12,Cloudy
7228,2010-03-12,Cloudy
7229,2010-03-12,Fog
7230,2010-03-12,Fog
7231,2010-03-12,Cloudy
7232,2010-03-12,Fog
7233,2010-03-13,Fog
7234,2010-03-13,Cloudy
7235,2010-03-13,Cloudy
7236,2010-03-13,Snow
7237,2010-03-13,Fog
7238,2010-03-13,Cloudy
7239,2010-03-13,Fog
7240,2010-03-14,Fog
7241,2010-03-14,Snow
7242,2010-03-14,Fog
7243,2010-03-14,Fog
7244,2010-03-16,Fog
7245,2010-03-17,Fog
7246,2010-03-17,Snow
7247,2010-03-18,Snow
7248,2010-03-20,Fog
7249,2010-03-20,Snow
7250,2010-03-20,Fog
7251,2010-03-20,Fog
7252,2010-03-21,Fog
7253,2010-03-21,Fog
7254,2010-03-21,Snow
7255,2010-03-21,Fog
7256,2010-03-21,Fog
7257,2010-03-23,Snow
7258,2010-03-23,Fog
7259,2010-03-25,Fog
7260,2010-03-25,Snow
7261,2010-03-27,Rain
7262,2010-03-30,Fog
7263,2010-03-30,Snow
7264,2010-03-30,Fog
7265,2010-03-30,Sunny
7266,2010-04-03,Fog
7267,2010-04-03,Snow
7268,2010-04-03,Fog
7269,2010-04-04,Snow
7270,2010-04-04,Cloudy
7271,2010-04-04,Cloudy
7272,2010-04-04,Cloudy
7273,2010-04-04,Cloudy
7274,2010-04-05,Cloudy
7275,2010-04-05,Cloudy
7276,2010-04-05,Cloudy
7277,2010-04-05,Fog
7278,2010-04-05,Cloudy
7279,2010-04-05,Snow
7280,2010-04-05,Cloudy
7281,2010-04-05,Cloudy
7282,2010-04-05,Fog
7283,2010-04-06,Cloudy
7284,2010-04-06,Snow
7285,2010-04-06,Cloudy
7286,2010-04-06,Fog
7287,2010-04-06,Cloudy
7288,2010-04-06,Snow
7289,2010-04-06,Cloudy
7290,2010-04-07,Snow
7291,2010-04-07,Cloudy
7292,2010-04-07,Cloudy
7293,2010-04-07,Fog
7294,2010-04-07,Fog
7295,2010-04-08,Fog
7296,2010-04-08,Snow
7297,2010-04-08,Cloudy
7298,2010-04-08,Fog
7299,2010-04-12,Snow
7300,2010-04-14,Fog
7301,2010-04-15,Fog
7302,2010-04-21,Fog
7303,2010-04-21,Snow
7304,2010-04-23,Fog
7305,2010-04-23,Snow
7306,2010-04-24,Fog
7307,2010-04-24,Snow
7308,2010-04-24,Fog
7309,2010-04-24,Cloudy
7310,2010-04-24,Cloudy
7311,2010-04-25,Fog
7312,2010-04-25,Snow
7313,2010-04-25,Cloudy
7314,2010-04-25,Fog
7315,2010-04-29,Cloudy
7316,2010-04-30,Cloudy
7317,2010-04-30,Snow
7318,2010-04-30,Cloudy
7319,2010-04-30,Cloudy
7320,2010-05-01,Cloudy
7321,2010-05-01,Cloudy
7322,2010-05-01,Cloudy
7323,2010-05-01,Snow
7324,2010-05-02,Fog
7325,2010-05-02,Cloudy
7326,2010-05-02,Snow
7327,2010-05-02,Fog
7328,2010-05-02,Cloudy
7329,2010-05-03,Fog
7330,2010-05-04,Cloudy
7331,2010-05-05,Rain
7332,2010-05-06,Cloudy
7333,2010-05-06,Snow
7334,2010-05-06,Cloudy
7335,2010-05-06,Snow
7336,2010-05-06,Cloudy
7337,2010-05-07,Cloudy
7338,2010-05-07,Snow
7339,2010-05-07,Cloudy
7340,2010-05-07,Cloudy
7341,2010-05-07,Snow
7342,2010-05-07,Cloudy
7343,2010-05-07,Cloudy
7344,2010-05-07,Cloudy
7345,2010-05-07,Cloudy
7346,2010-05-07,Cloudy
7347,2010-05-08,Fog
7348,2010-05-08,Snow
7349,2010-05-10,Snow
7350,2010-05-11,Snow
7351,2010-05-11,Fog
7352,2010-05-11,Fog
7353,2010-05-11,Fog
7354,2010-05-12,Cloudy
7355,2010-05-12,Snow
7356,2010-05-12,Fog
7357,2010-05-12,Cloudy
7358,2010-05-12,Snow
7359,2010-05-12,Cloudy
7360,2010-05-13,Cloudy
7361,2010-05-13,Cloudy
7362,2010-05-13,Snow
7363,2010-05-13,Cloudy
7364,2010-05-13,Cloudy
7365,2010-05-13,Cloudy
7366,2010-05-13,Snow
7367,2010-05-13,Cloudy
7368,2010-05-13,Cloudy
7369,2010-05-17,Snow
7370,2010-05-19,Fog
7371,2010-05-20,Snow
7372,2010-05-21,Fog
7373,2010-05-21,Cloudy
7374,2010-05-21,Fog
7375,2010-05-21,Cloudy
7376,2010-05-21,Cloudy
7377,2010-05-21,Snow
7378,2010-05-21,Cloudy
7379,2010-05-22,Fog
7380,2010-05-22,Fog
7381,2010-05-22,Cloudy
7382,2010-05-22,Fog
7383,2010-05-22,Fog
7384,2010-05-22,Fog
7385,2010-05-22,Snow
7386,2010-05-22,Fog
7387,2010-05-22,Fog
7388,2010-05-22,Fog
7389,2010-05-24,Cloudy
7390,2010-05-24,Fog
7391,2010-05-24,Fog
7392,2010-05-24,Fog
7393,2010-05-25,Cloudy
7394,2010-05-25,Fog
7395,2010-05-26,Cloudy
7396,2010-05-26,Cloudy
7397,2010-05-26,Cloudy
7398,2010-05-26,Cloudy
7399,2010-05-26,Rain
7400,2010-05-27,Cloudy
7401,2010-05-27,Cloudy
7402,2010-05-29,Fog
7403,2010-05-30,Cloudy
7404,2010-05-30,Cloudy
7405,2010-05-30,Fog
7406,2010-05-31,Cloudy
7407,2010-05-31,Cloudy
7408,2010-05-31,Snow
7409,2010-05-31,Snow
7410,2010-05-31,Cloudy
7411,2010-05-31,Cloudy
7412,2010-05-31,Cloudy
7413,2010-06-01,Cloudy
7414,2010-06-01,Fog
7415,2010-06-01,Fog
7416,2010-06-01,Cloudy
7417,2010-06-01,Cloudy
7418,2010-06-01,Fog
7419,2010-06-01,Sunny
7420,2010-06-01,Cloudy
7421,2010-06-01,Cloudy
7422,2010-06-01,Fog
7423,2010-06-02,Cloudy
7424,2010-06-02,Snow
7425,2010-06-02,Cloudy
7426,2010-06-02,Cloudy
7427,2010-06-02,Cloudy
7428,2010-06-02,Cloudy
7429,2010-06-02,Cloudy
7430,2010-06-02,Cloudy
